,text_a,text_b,labels
5534,"Aku kalau jadi Perdana Menteri, aku cipta satu RUU untuk kebodohan, hukumannya, gantung sampai mati

Macam mana nak takrifkan kebodohan tu?

Aku selaku PM akan takrifkan

Bersalah sahaja, terus gantung sampai mati subuh esoknya

Undilah saya..",PM,2
5535,BODO TU SIMPAN SIKIT. KAU NI DARJAH BERAPA NI ? OTAK TAK MATANG LAGI NI ELOK KO JE KENA VIRUS TU TAK DE LAH ORANG BEBAL MCM KAU NI RAMAI DEKAT ATAS BUMI. DAH LAH HODOH BODOH PULAK TU,HODOH,2
5536,Mampus lah org nk ckp ape tapi aku dh start racist ngan cina,cina,2
5537,Aku dah malas nak bt yg anonymous tu bknnya ada org respond pun,org,2
5538,@_wawakhalid Takde maknanya rindu muka comel. Rindu nak cekik sampai mati adalah,Rindu,2
5539,Bodohnya aepy ni ajak lepak pd  pale bana dia lah,aepy,2
5540,"Nak tanya, yang ramai sangat kelam kabut pasal roti ni kenapa? Brand tu habis beli je lah brand lain. Ni nak berebut rebut macam takde otak. Sebelum ni tak nak pulak berebut.",Brand,2
5541,2020 is like a roller coaster so do I. Rasa macam malas nak teruskan.,2020,2
5542,kimak la semua . #StayAtHome laa bangang . kes dh meningkat ni lahabau . JANGAN BALIK KAMPUNG LA BANGANG !,StayAtHome,2
5543,Drama bodoh raih perhatian untuk orang malaysia yang bodoh masih melayan kerenah kurita ni,orang malaysia,2
5544,"Sengaja dia throwback2 kasih nampak. Bodoh laaa. Kunci dulu bf kau tu, dlm diam p antam perempuan lain. Motherfucker",Motherfucker,2
5545,"Aku tunggu owner offer je, or at least tanya khabar pun tape da, ni tak, tunggu duit masuk je, dasar kapitalis",least,2
5546,@fiqhafiz_ Slalu pedo mmng bodoh nak mampus! Dalah nk mmpos! Cpat jelah mampos eee sakitnya hati,eee,2
5547,"Itu fandom udah bikin fandom lain sakit hati bahkan sampe nangis gara-gara tangan jahat mereka, semoga kalian dapet balasan yang setimpal ya. Hidup gak ada yg tau kan? Didepan sana bakal terjadi apa gak tau kan? Baik-baik sama org biar kalian menuai kebaikan juga. God bless y'all",bless,2
5548,Otak Racist Ni Boleh Pergi Mateyyyy Kita Bantu Diantara Satu Dengan Yang Lain.. Melayu Cina India Dan Lain2 Kita Satu Hati,Melayu Cina,2
5549,@WanKhairulIV Dunia dah nak kiamat pun tak habis habis politik. Politik politik. Esok dah nak mati kalau ada doctor nak tolong tanya dulu doctor tu pangkah parti apa ye. Bebal ini orang tua,Esok,2
5550,Rasa macam nak makan donut. Nak buat tapi malas nak uli ,Nak,2
5551,"Aku malas nak komple keje org. Tapi yg dikejarnya aku, mmg nak angin la",org,2
5552,Aku ingt kn kt JB da takde isu dah.. rupenye ad lg.. tahap bebal tu tk boleh bawak bincang,JB,2
5553,Ni malas workout dgan org yg kurus mulut celakaaa  buat aku malas nak kurus,org,2
5554,@KhalidSamad Eleh eleh orang dah tak suka kau. Elok elok lid kawan dengan cina DAP takut kena corona pula. ,DAP,2
5555,Biar pada waras tuuu....Bachin-bachin komunis....kita denger sambil ngopi...apa kira-kira pendapat mereka...,Bachin-bachin,2
5556,"Izinkan aku maki,
PUKIMAK LAH KAU",PUKIMAK,2
5557,"Di akhir zaman nanti banyak orang ahli ibadah yang bodoh dan ahli qira'ah yang fasik.

(HR. Abu Na'im)",Abu Na,2
5558,"""Kamu terlalu bebal! Energimu habis sia-sia hanya untuk itu dan kamu menyadarinya. Lekas sembuhkan hati dan pikiranmu"" batinku.",Lekas,2
5559,Jahanam tido aku ni,Jahanam,2
5560,Tuit lapar sebab malas nak ke dapur. ,Tuit,2
5561,Kenapala ramai rakyat kita yang bodoh sombong macam ni? Rasa nak sebat sekor2.,sekor2,2
5562,@xexeyaya Bela 100 ekor lembu lagi senang daripada nak educate sorang manusia bebal macam ni,Bela 100,2
5563,Degil tahap bebal,Degil,2
5564,"@wong_sedeng @ridhoalykhaibad @CNNIndonesia Gua naik pas senen padat anjirrrrr...
Titip pesan wan..

Tampol mulutnya anies",Tampol,2
5565,@soulzoul Tolol. Dupang. Bebal. Tubal,Tolol,2
5566,Plato ni tak boleh main sorang sorang ke? Aku malas nak main ramai ramai sebab tengah kuarantin ni,Plato,2
5567,Ah sial lah. Aku dah semangat ni nak tengok Whisperers War ,War,2
5568,"@deqdakhalida Selagi kita ada rakyat yg bebal dan bingai tak faham bahasa suruh duduk rumah, selagi tu la covid ni naik wehhh",bingai,2
5569,@afendiothman Jahanam 4K TV aku nanti.,Jahanam,2
5570,Jagdjdjdgdj the same hospital that tell me aku kno jupok psychiatrist nati aku bunuh diri lmao astu oyak aku manja padan muka doktor bekeng tuh huh,Jagdjdjdgdj,2
5571,Pukimak liberal yg acah openness to any idea ni hanya open to idea yg ikut lorong nafsu derang je.  Lorong dubur.,je,2
5572,@xallehrazax Terlalu lama aku duduk johor sampai aku dah malas nak amek port pasal benda bodoh ni. Obviously penjilat istana tak rilek.,Obviously,2
5573,Pukimak pukimak pukimak punya Umobile,Umobile,2
5574,Lenkali balik malaysia quarantine dulu anak babi patient 136 kau mmg pukimak,136,2
5575,Pisyangg pun dah malas nak dekat dengan aku sebab dah terlalu bosan.,Pisyangg,2
5576,Kimak aku nak tolong kau boleh tak jangan cakap separuh2. Bodoh betul kang aku ignore kau baru mati katak atas tu,Kimak,2
5577,"Anjirr betul bilik goyang bukak mcm biasa, tak sayang nyawa betul",Anjirr,2
5578,Punya racist dengan Kelantan. Teruknya lahai perangai orang Kedah ,Kedah,2
5579,u guys clearly need to say sorry to izza??? apa bodoh sangat ni? fikir dulu before buat something allah bagi otak tak guna bodoh betul perangai,izza,2
5580,Ingatkan pax PRC paling bebal ketegaq pernah aku jumpa. Rupanya orang Msia lagi ketegaq piang,PRC,2
5581,Bodoh nya dah tahu positif Covid-19 dia pergi jalan jalan sebarkan virus dekat orang lain. Sebar virus lagi cepat dari sebar agama,Covid-19,2
5582,Jahanam teruks,Jahanam,2
5583,"Ko mmg pukimak pukimak pukimak 
Degil nak MAMPOS
",Degil,2
5584,anyways goodnight everyone stay safe except for pukimak degil bodo menyusahkan orang yall boleh pergi mampus,anyways,2
5585,Pukimak quarantine ni ramai bodo main ml habis 7 kali straight kalah.level bodo new season semak,7,2
5586,@syamimihalim Bongok la sound effect dia tu. aku benci ,Bongok,2
5587,@fluhfee_muffin Level mengamuk dia ,Level,2
5588,Bodohnya x disimpan,Bodohnya,2
5589,Ini yang akan jadi kalau rakyat Malaysia masih bebal dan masih melanggar perintah kawalan pergerakan!,Malaysia,2
5590,Kawan depan baik belakang jahanam ni masih wujud rupanya ,Kawan,2
5591,"@marissamalkit Tak sangka dalam gawat mcm ni,masih ada umat bodoh bangang bebal tahap batu mcm ni ya? Haishhh... geram je.",Haishhh,2
5592,Haah. Jangan terkejut esok aku dah bertukar jadi bunga kobis. Sebab bosan mereput.,kobis,2
5593,@kellssbby @hazimazmann Reason nak benci org kelantan terus tak valid kalau mamat th ensem i said what i said,Reason,2
5594,"@nadlinaz Ermm tu la .
Lagi pulak bebal marah nak keluarkan kwsp ehhh dah kenapa?",Ermm,2
5595,Hari ke7  cannot brain ddk rumah lelama gini. Mall menanti kita semua utk pergi serbu selepas covid-19 ,covid-19,2
5596,Level bingai dia lain mcm smpi mak bapak rilek biarkn anak main kat pdg ramai2...anak2 dah mmg pasti bodohnya.,Level bingai,2
5597,Melancap melancap melancap melancap. Pukimak,Pukimak,2
5598,Yang bodohnya rakyat malaysia ade juga tu.  Fucck.,Fucck,2
5599,Bodohnya headline. Ingatkan Awatni.,Awatni,2
5600,@F_SyimaM Kesiannya sia sia kena marah. Ni basic je kot.,Kesiannya,2
5601,Tiktok sayang stop sayang stop tu memang butoh kan ?,Tiktok,2
5602,Pejabat jadi korban #VirusChina. China komunis memang menyusahka.,China,2
5603,Kinda shock baca geng liberal attack dr zul kat Twitter.,Twitter,2
5604,Yatie mengamuk macam ni ah,Yatie,2
5605,Bodohnya Zirahhhhhhhh. Membazir tau rm8 tu. ,Zirahhhhhhhh,2
5606,@neddokhan Yang segelintir ni kena kekang kak. Untuk mencapai zero bebal! ,zero,2
5607,Kau ingat senang ke nak tunggu Justin accept live request pastu kau boleh pula buat macam tu aaaaaaaa bodoh betul!,Justin,2
5608,@HMUtara @hmetromy Bodoh tahap cipan nie sumbat2 dalam lokap semua x reti bahasa.Bodoh nak mampus!!!! #coronavirus #CONVID19 #stayathome,CONVID19,2
5609,Sakit hati lah tgk timeline pasal org duk berpeleseran kuar lepak sesuka hati. G mampos lah org yg selfish ni bebal benak pekat bodo nye.,org,2
5610,"Cina kan beli massimo, sibuk beli roti melayu buat apa??? 

Tibah racist ",Cina,2
5611,Pukimak kau sial betina ko memang beghanak dalam longkang beghanak dalam jamban puki ko tesentil kelentit ko memang hanjeng memang babi aku tak pernah kacau ngko pun ngko kenapa ngko nampak je pompuan macam wanita lindungan kaabah tapi mulot ko tapi perangai ko cam syaitonirojimm,Pukimak,2
5612,@eyeztweet Anjirrrrrr,Anjirrrrrr,2
5613,"
Kesian tak kacau orang pun kena kecam.
Nak tolong orang pun kena marah.
Takkan nak pentingkan diri.
Semoga Allah melindungi kami.",Kesian,2
5614,@FaisalYasier @dontgiveafiq Pukimak la aku ingat dah habis,Pukimak,2
5615,Pukimak punya game,Pukimak,2
5616,Pukimak geram je aku tengok beg hijau tu dia punya berlagak main phone kat situ. Sial punya cina tak paham bahasa,Pukimak,2
5617,Lrt ihh anjirrr aku meni receh pisan ,pisan,2
5618,@dapmalaysia Ko keliru sbb ko bodoh bangang.. Tu sbb ms jd kerajaan habis punah jahanam huru hara.. Bingai punya komunis LTTE,Bingai,2
5619,@mauh95 Anjirr,Anjirr,2
5620,"@fyraakhajee Delete jela tweet ni, sundal. Apela bebal sangat",sundal,2
5621,"Dahlah tak handsome bebal pulak tu. Aku tak handsome pon, aku pakai otak at least.",least,2
5622,"Aside from students yg no place to go but to blk kg, yg lain tu apehal??? Bodoh bodoh! Sakit hati!! Just stay put wherever u are pls",kg,2
5623,Bodohnya Malaysian ,Malaysian,2
5624,@ArifAhmads @Celcom Celcom tgh bt prangai tahi rep. Kt area aku mmg mcm sial line. Nak main game je mesti turun Jadi E line. Ehh sial la,tahi,2
5625,Hasil gila kerja ternyata bodoh nya mendunia Ndro !!!,Ndro,2
5626,PUKIMAK,PUKIMAK,2
5627,Aku stress sebb kebodohn diri sendiri,diri sendiri,2
5628,Pukimak ,Pukimak,2
5629,Happy Belated @ainsolehahmd . Dah tua ni malas nak wish panjang-panjang. Kalau nak hadiah balik la sini.,Happy Belated,2
5630,"Emg udh budaya kita, saling sindir menyindir di sosial media. Segala bentuk sakit hati, diutarakan. Termasuk aku:)
Orglain mana paham maksud hati aku, hanya Allah:)
Sadar ya, aku!",Orglain,2
5631,Kesian nak mampus. Kau takde otak ke buat staff macamtu dik? Bodoh,Kesian,2
5632,"@senengduit Ya emg sih bebas bebas aja lu mau cari temen, cuman tolong jangan dengan sengaja ngonten yg isinya sangat-sangat tolol dan terlihat tidak punya otak. Ini yang bikin kita org2 NON SIRKEL gemes bgt. Tolong lah bodohnya jgn dikoordinir",NON SIRKEL,2
5633,Kak Seto melihat anak-anak jahanam,Kak Seto,2
5634,"Tu belom lagi yg dok sibuk degil nk buat majlis nikah tapi sibuk nk jemput ramai2 ,, i cannot brain la manusia mcm ni",Tu,2
5635,satu lagi prangai yang selfish letak troli kat parking bodoh betul netizen macam ni,netizen,2
5636,"Isi kepala hanya duit duit duit
adl efek samping terkena virus kapitalis komunis

boro2 rakyat dilayani, kesejahtaeraan?
nyawa aja di pertaruhkan

memang hanya sistem Islam
yg penuh kasih sayang

#MalapetakaRuntuhnyaKhilafah
#Remember1924
#RajabanBersamaKhilafah
#TergagapCorona",Islam,2
5637,ada lagi orang yang bodoh daripada Malaysians ,Malaysians,2
5638,Kepala butoh kau la salahkan tabligh,Kepala,2
5639,"bebal jugak adik aku ni, wifi slow sebab skrg peak hour pastu kena lak orang tak boleh keluar rumah mmg ramai la pakai wifi",hour,2
5640,Rasanya kuantan kene teruskan perintah kawalan pergerakan sampai mati bagi mengelakkan pergaduhan di rooftop ecm,kuantan,2
5641,Jgn la mau kondem kalau org bersungguh2 mau guna tu 500 dr KWSP dorg. Mungkin itu ja diorang ada skrg.,org,2
5642,Makin lama makin banyak pula orang share resepi. Aku malas nak tunjuk bakat baik duduk bilik je,Makin,2
5643,@TheRealJiman Haa Dr Jiman kena marah diaorang ni!,Jiman,2
5644,Ini yang Apek Super Racist @limkitsiang kata free donation dari Kerajaan China nih...,China,2
5645,"Ko je rasa laki ko cute takleh beza gula dgn garam, org lain nampak bodoh",org,2
5646,aku benci cuti quarantine. Aku nak pegi sekolah lah. Aku tak nak cuti. Bodoh betul lah semua ni,cuti quarantine,2
5647,"Bates Motel ni dah masuk season 5, lagi 4 episode je nak abis, tapi sebab tertengok ending aritu, terus rasa malas nak layan",Motel,2
5648,Bodohnya unlimited gais,Bodohnya,2
5649,Orang suruh balik rumah je bodo hoi. Bukan nya orang suruh cina balik negera China. Apa yang racist nya.,China,2
5650,"Ini semua mentaliti. Nasihat cara baik taknak dengar, dibuat main. Takpe. Tak kenanya kat aku. Haa sekarang pergi mereput la kau kat sana. Memang elok pegi mati je. Sama juga dengan Covid-19 ni. Ramai yang bebal baghal. Dah pandai sangat.",Covid-19,2
5651,"@rinn_0622 Ntah lah Rin, aku stress lama lama baca soal Covid19 di Twitter. Ahhaahha",Covid19,2
5652,Macam mana blok aku kena denggi pulak  . Orng sibuk ke virus,Orng,2
5653,@iamnurulislam22 @NajwanHalimi Memang rakyat Malaysia tak bodoh tapi yang bodoh piang tu ada sikit terlepas macam .....,Malaysia,2
5654,@FazlyAnakNazri Good step li anjirrrr itu org,org,2
5655,"Tindakan *Wangsulan* karo bapak bapak nang grup WA RT sik nyebarke informasi ra bener sudah termasuk membantu kita semua. 

fuck you bapak bapak sik gampang banget nge forward berita hoax, ra urusan tuo nek kowe nyebarke info kleru tetep tak wangsuli. jingan ",RT,2
5656,Kepala butoh kau line laju aku main ml pun tak senang line mcm siput tpi buat iklan bukan main,Kepala,2
5657,"Caffeine memang boleh kau kena anxiety, panic attack lah omg kalau bukan a coffee person kenapa gaduh nak try jugakkkkk pastu dok ""pleaseee better takyah"" kat orang lain. Haih i cant even lah. Dah kahwin pun bebal",Caffeine,2
5658,@FaraaNuratiqah Main game kena marah. Tido pun kena marah. Smh,Smh,2
5659,Puak ni @MiorDanial rembat sedap doo mampus arr racist,racist,2
5660,Cibai lokter ni taknak delete ke twt dia ni eh. Dah sebar fitnah tu delete la bebal,Cibai,2
5661,Aku sorang je ke rasa mcm time quarantine ni la lagi malas nak reply chat org ,org,2
5662,@kestevon @KroniRakyat @DiaFuaddi @syahredzan patut la bangang..ni jd fuckta ko.. kesian macai bodo mcm ko ni.. sama ngn dr ahmad baba!,ahmad,2
5663,"Indonsia bakal lebih banyak , soalnya orangnya bebal batu goblok kalau dibilangin",Indonsia,2
5664,Weh dah 2020 kot apabenda main block block orang tak puas hati settle la pukimak,2020,2
5665,"Can people just stop being racist? Asal kelantan je perangai buruk, yang baik dia x tengok lmaooo ",Can,2
5666,Org malaysia ni bodoh ke babi??? Jgn smpai aku suh kak wanie ckp bodo ke babi tu,Org,2
5667,"Enam jahanam
Jeritan batinku

#SelamatHariLahirPRamlee",SelamatHariLahirPRamlee,2
5668,"@PopPelangi 1. 6 Jahanam
2. Nak dara rindu",Jahanam,2
5669,"Fuck you. Aku pon nak run, ko chill blh tak. Tampo baru tahu",Tampo,2
5670,Aku tak puas hati nu sos carbonara tade. Anjirr,carbonara,2
5671,Manusia paling sial bila ditanyk angkat bahu. Istg u r sial af,Istg,2
5672,Likat sungguh bodohnya,Likat,2
5673,Dah la racist. Palatau plak tu.,Palatau,2
5674,"@mkini_bm Moto baru, racist, anti islam, and jadikan sebanyak mungkin melayu liberal...",melayu,2
5675,@koyumasam @Pjolll Kan.. Tapi ada yang betul. Cuma mcm bodoh. Collect duit. Tapi tak tahu nk beli mana. Baru nk cari supplier lol.,Collect,2
5676,Makin tambah cepat marah aku lepas tgk vid ni ,Makin,2
5677,Kakya malas nak lalek ngan manusia kiri kanan. Klaka benda penting ajak,Kakya,2
5678,sakitnya hati baca reply ) sumpah lah tujuh keturunan aku benci fandom ni,tujuh,2
5679,SUMPAH AKU BENCI TABLIGH2 NI SEKARANG !!! PANAS HATI KU,KU,2
5680,cuba tutup pintu toilet lekak kau pake bah gik gik rh kede makan ko nak nyuroh org makan ngga toilet ka apa bodoh,org,2
5681,@perikatan_my Aku BENCI perikatan palabut. Kau nak panggil aku apa pun aku tak kisah. PALABUT!,PALABUT,2
5682,Aku malu la nak mengaku jadi orang Johor. Bodoh betul memasing. Haih.,Johor,2
5683,"baik korang jauhkan gf/bf korang jangan bersentuhan nanti menyesal kena covid19 padan muka korang  bak kata orang Sarawak, agik rasa tokrang kan dah bejangkit entam namena sia",Sarawak,2
5684,"@MalayaMaster @NewsBFM Better yb bagi, dari kau? Duk umah goyang kaki pastu kondem org",org,2
5685,What the fuck is this Johor? Jangan bangang tak sudah boleh tak?,Johor,2
5686,"Kalau macam ni lah bodohnya fans bola sepak Malaysia, tolonglah tangguh liga tu dulu.",Malaysia,2
5687,Dah sampai lambat then dia marah sape yang  lambat datang n last aku tak masuk kelas ctu sebab takut kena marah sekali  ,last,2
5688,TIME internet ni memang selalu down time weekend. Pastu recovery slow giler... antara sebab aku nak terminate nanti.,weekend,2
5689,Jahanam dah kitaran tidur korang semua ni aku tengok. Takyah la menyorok pura tidur tu. Tgh skrol TL tu.,Jahanam,2
5690,"Dasar bodoh! jika kau menyayangi orang yang kamu cintai, kau seharusnya tetap hidup untuknya, bukan mati untuknya! - Kurosaki Ichigo",Ichigo,2
5691,"Bob siapa sih bob?
Temen gue spongbob dah punya pacar njirr namanya arum
Dan dia takut bgt sm pacarnya anjirrr",Bob,2
5692,"Jangan bodoh, kalau kau punya waktu untuk memikirkan akhir yang indah, kenapa tidak hidup indah sampai akhir?""- Sakata Gintoki",Sakata Gintoki,2
5693,@tomyamcendawan Anjirr,Anjirr,2
5694,@Sir_Azri @ShazAhmad77 @DrAmalinaBakri @KKMPutrajaya @DrAdhamBaba Kesiannya. Dah tua pun bodoh. Bebal,Kesiannya,2
5695,Sir azri ni umur berapa? Kenapa macam bodoh sangat?,azri,2
5696,Samela :( bila cakap ganu kena marah sbb memandai2 je ,Samela,2
5697,@beeeka2 Chorus tu bukan lagu ke babi ,Chorus,2
5698,"Ketegaq ni bukan orang Malaysia saja,orang puteh lagi bebal",Malaysia,2
5699,"Dye punya level fitnah, sampai nk lawan Dr Zul. Lame dh perati racist media ni.",Lame,2
5700,@_idham_ @dayahhhhh93 @kamendir @khairizulfadhli Diam lah celaka. Kau siapa nak wakilkan bangsa Johor?,Johor,2
5701,"@ahmadwebbit bro ko tau ptd ni sembang je lebih,gaji beso apak,elaun koyan2,bila ada problem panggil meeting,up idea dia,jahanam,mintak buah pikiran org bwh,berjaya,dia up nama dia settle masalah,dpt apc bangga (tgk la aku pekerja yg cemerlang) CM TAIKKKK DOWHHH",org,2
5702,"Dey tambi, duduk rumah la dey! Jgn sampai aku ckp jawa! Apa ke susah benor nak paham nye yop! Bebal sgt otak tu ke!",Dey,2
5703,yg bodohnya sorang beli smpai 3-4 bungkus sedangkan expired dia kejap nak mampus kah kah bodoh panic,3-4,2
5704,"sakit hati bgt liat emak makan mie,, sedangkan aku ga boleh :'))",mie,2
5705,@0j0068 Entah. Poyo gila. Padahal masa ramai-ramai cop aku racist haritu ada yang doxx aku and report kerja. What said on Twitter stays on Twitter konon,Poyo,2
5706,Tahniah pokehmak pokehmak yg degil babi punye. Sial. Extend sebab org bodo degil bebal mcm ni ah,org,2
5707,"Sebelum RT baca la dulu isi kandungan, baca sekali komen orang lain. Jgn la RT, then awak sendiri nampak bodoh. BINGAI!",BINGAI,2
5708,Padan muka. Degil sangat kan ,Degil,2
5709,"Emng paling bener tuh indo dipimpin sama Kim Jong-un, biar klo ada yg bebal langsung tembak mati",Jong-un,2
5710,"Nasi goreng, masuklah dalam mulut aku. Aku malas nak gerakkan tanganku.",Nasi,2
5711,@WanKhairulIV @DrAmalinaBakri Pakcik yang lagi banyak bercakap lagi nampak bodoh,Pakcik,2
5712,@KakakTopeng Tu ah pasal. Pekat bodohnya,Tu,2
5713,aku benci betol mcm ada sesuatu Kat Mata tapi takde benda.,Kat,2
5714,"Pukimak2 ni semua lepas followers naik, buat bisnes, caption hustle2 kerja keras kepala babi la.",hustle2,2
