text_a,text_b,label,NE_type,PoS,isReply
Even kat kelantan pun tembelang pecah satu persatu. Yg buat kerja mungkin arwah TGNA sorg je. Negeri pulak takda pembangkang.,TGNA,-1,ORG,PROPN,False
DAP gila babi pertahankan tauke kat Pahang. Apa benda bangang,Pahang,-1,GPE,PROPN,False
"@syahredzan @rafiziramli Dalam hal ini, aku bersetuju dengan @rafiziramli kerajaan negeri Selangor pandai play safe, nak nampak baik sahaja.",Selangor,1,GPE,PROPN,True
"@SSSKaptenPisang Tulah tu, disoal soalan serius apa plan pembangkang dia tolak balik kat Hermy, bangang punya lembah pantai",Hermy,-1,PERSON,PROPN,True
YTL untung. UMNO bergocoh. MB Perak kena troll. Hahaha.,UMNO,-1,ORG,PROPN,False
"@azraeimuhamad @InjangNation Dia tu masa jadi Ahli Parlimen Temerloh dulu pun takde buat apa jugak,mase tu rebel kononnye BN zaman tu kotor,dia pun kotor sama je",Temerloh,-1,GPE,NOUN,True
"Bila Rafizi tegur kerajaan Selangor, terus keluar pentaksub PH merentan. Itulah jangan jadi hamba politik, tegur sikit, merentan. Bukan mau tengok teguran tu dengan hati terbuka",Selangor,-1,ORG,PROPN,False
"Aku tak kenal Ketua Pemuda UMNO Perak, Mohd Ariff Abdul Majid. Tapi berdasarkan laporan berita aku boleh agak tentu orangnya bangang nak mampos",Mohd Ariff Abdul Majid,-1,PERSON,PROPN,False
Jadi lepas tweet ni nak tahu lah jugak hujah geng2 back up DAP,DAP,-1,NORP,PROPN,False
@fahmyazryy Malaysia pemimpin pandai politik saja. Benda lain taktau apa. Menyusahkan org,org,-1,ORG,NOUN,True
Boneka semata-mata. Pada akhirnya tiap2 parti hanya memperjuangkan kepentingan mereka sahaja.,Boneka,-1,PERSON,NOUN,False
UMNO. laungan hidup melayu hanya pada pilihanraya shj.,UMNO,-1,NORP,PROPN,False
Ini yang dikatakan agenda DAP PH,DAP PH,-1,NORP,PROPN,False
"Pembangkang sahaja yang akan bersuara pasal ni. Kerajaan tak buat apa2 dah, i think.",Kerajaan,-1,GPE,PROPN,False
Covid dan orang politik kat Malaysia ni sama-sama degil,Covid,-1,EVENT,PROPN,False
Dah tu aku nak undi sape nnti pru? Pejuang? DAP? Muda?PAN? atau bebas?,DAP,-1,NORP,PROPN,False
"Entah apa sial yang dia takut kan sangat dengan Anwar. Sampai dah macam ini teruk pon bagi lagi alasan anwar this anwar that butoh kau lah. Lancau lah umno. Rakyat seksa tau babi, negara semakin teruk. Orang meniaga semua dah takda hasil. Kau dok tolak itu tolak ini. Babi.",Anwar,-1,PERSON,PROPN,False
"@khalids Bersatu kita bersatu, dengan setia berganding bahu ~",Bersatu,1,ORG,PROPN,True
"If PH boleh buat mcm apa yg RR sarankan kat Selangor, they gonna win next General Election. Tapi mampukah mereka melawan kartel?",Selangor,1,GPE,PROPN,False
Sibuk isu UEL-Cap jgn sampai isu kebangsatan kerajaan dipinggirkan!,UEL-Cap,-1,GPE,PROPN,False
"@Naufalvsthewrld @brgsjks Mungkin kita dah dapat yang terhebat. Tp oleh kerana musuh politik juga pandai ambil peluang dengan covid ni, ditambah dengan rakyat yang x reti duduk diam. Permulaannya pilihanraya Sabah sampai hari ini",Sabah,-1,GPE,PROPN,True
Nak tengok siapa pro PH? Kau tengok harini dia diam pasal kerajaan Pulau Pinang.,Pulau,-1,GPE,NOUN,False
Korang Tuduh Lah Macam Macam Kat Kunan Tu. Kunan Jaga Rakyat Dan Parti. Tak Macam Warlord Yang Lain. Kerja Hisap Darah Rakyat Dan Akar Umbi,Lah Macam,-1,WORK_OF_ART,PROPN,False
MB Johor relax je tak kisah apa MP pembangkang buat untuk menolong rakyat di kawasan masing masing. Tapi ada sekor burung hantu tu menggedik lebih macam orang hilang akal. I guess hell hath no fury like a woman scorned..,Johor,-1,GPE,PROPN,False
"Lepas rafizi serang ph selangor, terus semua ph statement tukar minta kilang bukak. Hypocrite.",Hypocrite,-1,ORG,PROPN,False
"Sesungguhnya yang baik semua datang dari Allah, yang buruk datang nya dari kerajaan mahidin waknattt.",waknattt,-1,ORG,PROPN,False
Mati mampos la lebai tak guna yg hanya tahu memecah belahkan bangsa Malaysia dgn politik perkauman. Jumpa ular ngn lebai katok lebai mampos dlu.,Malaysia,-1,NORP,PROPN,False
@ShafiqahAsyikin Kita sarawak teruk2 gine pun agik ok. Daktok hmm politik jak lebih bantu nisik,sarawak,-1,GPE,PROPN,True
Kenapa nak salahkan Selangor atas kes naik. Salahkan kerajaan la aiyo,Selangor,-1,GPE,PROPN,False
Sila kongsi fakta ni dengan semua rakan yang duduk di Pahang. Jangan biar kerajaan zalim ni rosakkan alam sekitar,Pahang,-1,GPE,PROPN,False
Kerajaan Selangor..Pls go on override mode!,Selangor,-1,GPE,PROPN,False
Balik2 i-sinar i-lestari. Itu bukan bantuan lah musibat. Apa benak sangat. Tu duit kita sendiri. Apahal tiba2 jadi bantuan kerajaan pulak? Baghal punya otak udang,Baghal,-1,PERSON,PROPN,False
Kerajaan ni tak nampak lagi ke? Bengang betul la aku dengan semua si dungu ni,Bengang,-1,GPE,PROPN,False
Lepastu time undi tak percaya. PH tak bangun pun. Lepas kalah undi tak percaya deme suruh tgok Queen Gambit.,Queen Gambit,-1,ORG,PROPN,False
Once is a mistake. Twice is neglect. Thrice it's enemy action. Terlalu kerap pula insiden bilik rekod jenayah terbakar. Mungkin kerajaan boleh upgrade kesemuanya ke versi digital dengan distributed storage dengan multi-sandaran bagi mengelakkan keresahan orang ramai.,Thrice,-1,WORK_OF_ART,PROPN,False
Yet orang kat atas dok sibuk politik tak ingat dunia. Haih.,Yet,-1,PERSON,PROPN,False
Projek memusnahkan alam sekitar... Langsung tak viral kecaman di Twitter... Sebab yg buat ni geng Parti mereka...,Twitter,-1,ORG,PROPN,False
Penat maki azmin hari2 yg takde hasil. Try hari ni kita maki kerajaan selangor kot2 ada perubahan sikit.,selangor,-1,GPE,NOUN,False
Statement bangang macam ni selalu keluar daripada pemimpin Umno.,Statement,-1,GPE,PROPN,False
"HP dia baru sebulan dapat. Bateri dah meletup. Dlm website YES, ni spec paling rendah. Menurut wakil Kerajaan Perak, kena bagi low spec supaya budak tak main game.",HP,-1,PRODUCT,NOUN,False
@tipukini Kerajaan DAP kencing rakyat,Kerajaan DAP,-1,GPE,PROPN,True
Apa celaka Zahid ni buat pengumuman pagi2 ni. Rosak umno ikut kepala org ada kes mahkamah ni. Gila2.,Zahid,-1,PERSON,PROPN,False
"Info baru terima. Lepas ni jika nak marah kerajaan di media sosial, jangan tulis panjang-panjang.. Nanti akaun kena sekat. Gunakan singkatan contohnya kerajaan tu kita taip kera saja cukuplah.",Info,-1,ORG,PROPN,False
"Kalau mau komplen DAP punya perangai, cerita benda macam ini. Orang dihalau dari kampungnya, orang dilarang dari menikmati hasil tanahnya, orang dipermain sentimen politik lalu krikrik tiada followup. Semua parti politik wajib dipersoal, ya, yang kamu sokong terutamanya!",DAP,-1,NORP,PROPN,False
Orang atas panas bontot bila nampak orang muda laju buat kerja. Jangan undi BN UMNO PAS,BN UMNO PAS,-1,ORG,PROPN,False
Korang sembang mcm elephant.SELANGOR tu negeri PH la banggang..GAGAL TOTAL tau tak bodohhhhh,SELANGOR,-1,ORG,PROPN,False
Aku bangun ni nak tengok England menang. Sekali kerajaan tumbang? Gila baby punya game by umno ni.,England,-1,NORP,PROPN,False
"@AheriAnuar dulu kata DAP biadap kat raja raja, sekarang siapa yang tak ikut kata raja raja? DAP pulau pinang akur dan akan bukak DUN",DAP,-1,NORP,PROPN,True
Kerajaan Bodo,Kerajaan Bodo,-1,GPE,PROPN,False
"Setujukah anda sekiranya kerajaan membuat Program Vaksinasi secara ""walk in"" sepenuhnya?",Program Vaksinasi,1,ORG,PROPN,False
"@YeopAmirul1648 Kalau ler benda ni berlaku masa PH jadi kerajaan, KE PADANG MERBOK ler walaun &amp; walauntit berhimpun!",PADANG MERBOK,-1,GPE,PROPN,True
"So bulan 11 kan kerajaan janji boleh rentas negeri. Jgn mcm eh kalau dah janji, nak bawa mak aku jln Sabah.",Sabah,-1,GPE,PROPN,False
@datukhensem Hahahaha kalau kerajaan Sarawak tak tolong bayarkan sikit tu mesti tak settle lagi.,Sarawak,-1,GPE,PROPN,True
Eh duk ingatkan kita je. Waktu PRN sabah kenapa tak ingatkan diri sendiri? Demi politik kelabu otak teruihhh,PRN,-1,GPE,PROPN,False
"@mkini_bm Suatu tindakan terbaik dari Kerajaan Pahang dlm menangani isu ""kebun durian haram""..biar sepet menyalak..,kimak betul...",Kerajaan Pahang,-1,GPE,PROPN,True
@zafriarif96 Sejak kerajaan ni bertambah bodo zaf! Camni aku nk jadi nurse la zaf pm keje kosong.,pm,-1,PERSON,PROPN,True
@Edie57929225 segelintir rakyat terengganu dah menyampah meluat dgn lebai semua bantuan zaman umno dihentikn alasan membazir tapi pi beli bangunan di mesir utk pelajar al-azhar xpyh byr sewa itu semua utk rakyat katanya mcm semua pi bljr mesir. tgu masa pru je bkl kna humban,al-azhar,-1,GPE,PROPN,True
"Kat Melaka ada orang SPM hancur, tapi dia tak mengalah. Dia join politik, jadi YB. Dapat Dato.",Kat Melaka,-1,GPE,PROPN,False
Sama je PH ke PN ke. Hidup Angkatan Pemuda Insaf,Hidup Angkatan Pemuda Insaf,-1,ORG,PROPN,False
Yg ckp Kerajaan pusat gagal tapi puji menjilat KN Selangor tu hipokrit. Both are filthy failed gov!,KN Selangor,-1,ORG,PROPN,False
"@emyliasovich macam akulah, yang ada bn, dan dap. cina semua so sama je undi siapa pun. tambak juga penang tu nanti.",bn,-1,GPE,NOUN,True
UMNO is a joke! Tak relevan dah. Dah boleh stop kot support selagi yg kendalikan badut.,UMNO,-1,NORP,PROPN,False
"Jangan Sekali kali Kawan dgn Parti Pas. Rosak Perlembagaan &amp; Pincang Kedaulatan. Tolonglah Jangan Gabung Dgn Parti ni. Tolonglah. GRS Sabah Hampir Runtuh .,,, Sedia Ja.",Runtuh,-1,WORK_OF_ART,PROPN,False
Tengok abah sendiri yang mengaku kerajaan negeri takde kuasa. Semua kuasa bawah persekutuan melalui MKN.,MKN,-1,ORG,PROPN,False
Last last UMNO buat macam kat Perak. Gulingkan PM Bersatu pastu ajak Bersatu jugak buat kerajaan tapi dia yang jadi PM. PN 2.0 pon terbentuk.,Perak,-1,GPE,PROPN,False
Wife bagitahu benda sama kat Eco Giant Extra ni. Macam - macam pelik Kerajaan ni buat eh.,Eco Giant Extra,-1,ORG,PROPN,False
Tahniah kerajaan negeri Selangor,Selangor,1,GPE,PROPN,False
masalahnya beli vaccine pun kerajaan tak bagi inikan pulak suruh byr. delusional org atasan malaysia ni,org,-1,ORG,NOUN,False
@TSDzulkifli Selangor n kerajaan pusat sama gagal.jadi jgn cuba alih kegagalan pada kerajaan pusat saja.kamu sama2 bertanggongjawab.,Selangor,-1,GPE,PROPN,True
@dapperak DAP Perak ada BUAT bantuan?,DAP Perak,-1,GPE,PROPN,True
@txtdrbekasi Tambun sini kita bersatu untuk pemekaran wilayah wkwk,Tambun,0,GPE,PROPN,True
"Ni lebih pada masalah kelompok agama &amp; politik. Ingt lg masa konsert Adam Lambert, ade PAS protest luar venue.",Adam Lambert,-1,PERSON,PROPN,False
"Kerajaan sabah,sarawak and selangor is awesome!",Kerajaan,-1,GPE,PROPN,False
@ismet_ulam kerajaan selangor 400j ... dpt MySelanglah jer... DAP tk questions pun...,MySelanglah,-1,ORG,PROPN,True
Benda segila Amanat Hadi tak perlu fatwa pun untuk kita kenal pasti sebagai cetusan akal ekstremis politik.,Amanat Hadi,-1,GPE,PROPN,False
Dia bukan ahli umno ke... Kata taknak tapi nak juga... Umno memalukan diri sendiri...,Umno,-1,GPE,PROPN,False
"Teringat @AzminAli pernah berkata, sekiranya PH memerintahlebih ramai rakyat Malaysia mati akibat covid!",Malaysia,-1,NORP,PROPN,False
"Weh apa benda ismail sabri pulak jd PM adoi la kebodohan apa ni?! Punya la tknak turunkan kerajaan dia, dia buat gituh. Takziah Negaraku",Negaraku,-1,PERSON,PROPN,False
Kalau ada usaha pasti ada Jaya. Tak Kira dia parti mana. Kalau ada usaha tolong rakyat saya sokong.,Jaya,-1,GPE,PROPN,False
KERAJAAN KERA! Makin hari makin tinggi kes Covid-19.,Covid-19,-1,EVENT,PROPN,False
will never happen kat Malaysia. kat mana ya sifat malu dalam diri ahli politik Malaysia???,Malaysia,-1,GPE,PROPN,False
@sydmafndi @fyzuladzwan Kelantan ni dia punya babey dia lain macam thu tak. Pastu kes tinggi bawak ke besut hbis dah org besut bawak pulak pergi bandar terengganu. Padan duk gitu jelahh. Bosan dah hari2 dgr kes naik. Nk salah ke kerajaan tpi rakyat sendiri babey,bandar terengganu,-1,LOC,NOUN,True
Sebab utama juga kerana pembangkang bodoh ygbada di Malaysia ni,Malaysia,-1,GPE,NOUN,False
@zack_rockstar Tok Pa tuuu...mesti nak balik ke umno. Jeli tu kubu umno. Tapi sure orang vote dia bukan sebab umno tetapi sebab tok pa.,Jeli,-1,GPE,PROPN,True
Punya jauh pergi ke naratif rakyat tegur kerajaan sebab nak menangkan seorang yang delusional Tegur orang tentang perjuangan tapi sistem apa yang pernah si penulis itu sanggah dan lawan? Suruh orang bersikap adil tapi dia yang jadi batu api untuk banyak isu. Geli boddoe,Punya,-1,WORK_OF_ART,PROPN,False
"Hari2 main teka teki kes berapa, hari2 kepala 5 zzzz bodo punya kerajaan",Hari2,-1,WORK_OF_ART,PROPN,False
@Langgar18 Apa pun kerajaan dh buat yg terbaik..kalau xde mysejahtera..takkan nak suruh orang Perlis pakai Selangkah kot ?,Perlis,-1,GPE,PROPN,True
@AmpangP99 @tunismail13 Nak kongsi tak salah tapi jangan dikongsi bersama tweet MP ampang yang konon cakna gerakan bendera putih ni sebab ia menunjukkan kegagalan kerajaan sekarang.. just kongsi dalam FB yg tiada kaitan dengan gerakan ini,FB,-1,ORG,PROPN,True
Ini je lah permainan politik malaysia? Busuk lah,permainan politik malaysia,-1,NORP,NOUN,False
Buang je la Selangor. Sekarang ni takda tunding jari sebab semua salah. Sebab ada je nampak rakyat tak ikut sop. Yang ada covid pun jalan relax je. Sama jugak kerajaan. Masing2 buat kepala kebal covid otak tinggal rumah,Selangor,-1,GPE,PROPN,False
Eg tukar susah sangat. Jadi dgn kritik kerajaan ni moga saya merangkak di padang mat sirat nak masuk Ulu melaka.,Ulu,-1,GPE,NOUN,False
@rafiziramli @AmirudinShari Soal lesen ni ada kaitan dengan portfolio Exco DAP Selangor ke. Melompat lain macam diorang ni.,Selangor,-1,GPE,PROPN,True
:: syukur hujung2 dorg si ini bilang pakai RealStrong semua. Baru dorg tau kepentingan soil pH tu mcm mana. Terus sejuk hati sy,RealStrong,1,GPE,PROPN,False
"@eddydaud Gila kuasa, gila duit. Selesaikan dulu pandemik, baru politik. Bodo macam ni nak diangkat jadi pemimpin? Tak belajar dari sejarah? Bukan sejarah parameswara pun lamanya, sejarah hari undi di Sabah je pun boleh lupa dan nak ambil iktibar.",Sabah,-1,GPE,PROPN,True
"Riot je lah di Selangor ni. Anak babi ni bukan reti bahasa. Dahlah main politik, main agama pulak. Anak babi. Kecik kecik tak nak mampos, dah besar menyusahkan negara. Mana NGO nak riot, aku nak join. Kepala buto mak pak dia jaga T20 sendiri. Kau menteri kimak.",Selangor,-1,GPE,PROPN,False
"""Angkat bendera putih bukan bermakna kita tak berdoa. Tapi angkat bendera parti, adakah seiring korupsi dengan doa?"" - @kmy__kmo Damnn",Damnn,-1,PERSON,PROPN,False
"Kerajaan pun takda telur, suruh pihak berkuasa serbu pekerja dan kilang saja. Tapi tak serbu pun rumah tauke",tauke,-1,ORG,NOUN,False
"Selangor kata begini, kerajaan kata begitu, aku nak percaya siapa?",Selangor,-1,GPE,PROPN,False
@RajaPetra Dalam artikel tiada Sultan kata kerajaan Selangor kerajaan gagal.,Selangor,-1,GPE,PROPN,True
Tengok lah kluster baru setiap hari bertambah. Bodo piang kerajaan,Bodo,-1,PERSON,PROPN,False
Dia ingat semua benda nak kena kait dengan politik ke bangang? Bodo waknat kecik kecik isap gam kasut,Bodo,-1,GPE,PROPN,False
Selagi kerajaan Malaysia tak berubah.... inda ku balik cheras jua eh,Malaysia,-1,GPE,PROPN,False
@FazreenIdham Kerajaan gagai,Kerajaan gagai,-1,GPE,PROPN,True
Ptot la arwah nik aziz pernah pesan dulu jangan bergabung dengan UMNO.. Sekarang ni la hasil nye sekian,UMNO,-1,NORP,PROPN,False
Dayak benci taib. Tapi jgn bodoh undi umno sampai mati,Dayak,-1,NORP,PROPN,False
@wan_kori @RazmanZakaria60 PH bingung negeri sendiri pun tak pandai urus. Selangor penyumbang tertinggi kes Covid tau...,Selangor,-1,GPE,PROPN,True
Pastu some UMNO penjilat burit somehow masih kata pemimpin depa bagus. Pergi mampus you all,UMNO,-1,NORP,PROPN,False
Apakah usaha kerajaan dalam menangani masalah covid 19 yang kes makin hari makin meningkat? Lantik @IsmailSabri60 sebagai TPM yeay!,Lantik,-1,GPE,PROPN,False
@501Awani Baik ko buka parti UMNO 2.0 atau lompat ke bersatu jee wahai KB Ketereh Tan Sri @AnnuarMusa,Ketereh Tan Sri,-1,GPE,PROPN,True
"@MalaysiaGazette Melayu memang berpecah dari dulu lagi kalau bersatu padu tidak jatuh lah empire melaka dulu.. semua sebab apa? Kuasa, rasuah, khianat dan pemimpin yang tak berjiwa rakyat.. jadi terbawa bawa sampai ke sekarang ni.. good leader will make good society.",Melayu,-1,NORP,PROPN,True
Kenapa dekat selangor kena register selvax pulak? Caca merba sungguh la bila covid jd mainan politik,selangor,-1,GPE,NOUN,False
Menteri DAP dan pencacai be like: Buat x tau je. Nanti hilang la tu isu tu,DAP,-1,NORP,PROPN,False
Aku sokong Nurul Izzah jadi PM. Muda &amp; lama dalam pentas politik. No more tua-tua yang kerja lembab &amp; kudrat terbatas.,Nurul Izzah,-1,PERSON,PROPN,False
@lubok_merbau @jenjibam @timmyfahmi @tokrimau jarang John marah ni... Ini petanda kerajaan nak tumbang,John,-1,PERSON,PROPN,True
"Barua DAP penang perangai serupa PAS. Sekoq fetish balak, sekoq fetish tambak laut.",Barua DAP penang,-1,GPE,PROPN,False
Kerajaan PN ni memang Haramjadah.,Haramjadah,-1,GPE,PROPN,False
Bila kerajaan nk umum Selangor and KL ni hmm PKPD ke?,Selangor,-1,GPE,PROPN,False
@tunfaisal @cempaka85754932 Dah Kerajaan PN Gagal..takkan nak duduk sekali kot,PN,-1,ORG,NOUN,True
"@bernamadotcom @IsmailSabri60 Mengarut jer, dia nie antara punca yg bgtaw ahli politik yg balik semenanjung selepas pru sabah dulu xperlu kuarantin, gov skrg semua hancuss",sabah,-1,GPE,NOUN,True
"@magmalaya @khairizulfadhli Orang2 lama undi parti, tak undi ikut calon..janji UMNO yg memang",UMNO,-1,NORP,PROPN,True
"@hannahyeoh Bila kes terowong dasar laut Pulau Pinang, YB buat diam saja. Memang YB bukan binatang politik.",Pulau,-1,GPE,PROPN,True
@irwanserigar Baguslah BN perintah. Tak perlu parti pembangkang. Try dulu apa jadi pada Negara.,BN,-1,ORG,PROPN,True
Sultan pon dah murka .. punyalah kerejaan main politik kuat sgt,Sultan pon,-1,LOC,PROPN,False
@magmalaya Be a businessman who can control politicians hgpa ingat ahli politik power sangat ke? Top2 Org Business lg berpengaruh,Top2 Org Business,-1,ORG,PROPN,True
Saya pun hairan kenapa Kerajaan Kelantan hairan dengan peningkatan kenderaan ni.,Kerajaan Kelantan,-1,GPE,PROPN,False
"Tak pernah lagi la dalam hidup saya, saya nampak mana-mana Kerajaan kat Malaysia ni kena label sebagai bangsat atau pembunuh oleh sebahagian rakyat. Sampai la sekarang.",Malaysia,-1,GPE,PROPN,False
"Kalau pilihanraya dekat sabah tu tak ada, benda bangang covid ni habis lah. Bodoh punya kerajaan #KerajaanGagal",KerajaanGagal,-1,ORG,PROPN,False
@f4kr0ls00d tak pe kami wakil parti kapal layar dari sabah.. bos tak dapat datang sebab kuarantin..,sabah,-1,GPE,NOUN,True
@akeng67 @zhafran_lxxvii @Khairykj Putrajaya Pusat Pentadbiran Kerajaan pun slow jugak bos.,Putrajaya Pusat,-1,ORG,PROPN,True
Kerajaan tak gagal tapi pemimpin UMNO PAS GPS MIC MCA yg gagal kerana sokong dan pilih kerajaan PN yg gagal,UMNO PAS GPS MIC,-1,NORP,NOUN,False
"Kerajaan turunkan grade spm ke , blom jumpa lagi yg tnjuk result CDEF . Semua AB ye",CDEF,-1,ORG,PROPN,False
"Tolonglah Kerajaan, jangan jual asset negara ni. Aku membesar dgn subang airport, banyak kenangan kat sini.",subang airport,-1,LOC,NOUN,False
Pan borneo gomen PH kacau...kasi postpone mau siasat konon.. hahaha,Pan,-1,GPE,PROPN,False
Ayoh Pink nak bina kerajaan pun buat atas langit kau siapa je nak tambak laut?,Pink,-1,PERSON,PROPN,False
BABI SEBAB KERAJAAN BABI KITA KENA TROLL DENGAN BABI #KerajaanPembunuh #KerajaanBodoh #KerajaanBangsat,KerajaanBangsat,-1,WORK_OF_ART,PROPN,False
@Beardinlihyah Wau. Buat talk atas kapasiti badan kerajaan ke tuuu,Wau,-1,GPE,PROPN,True
Perincian kerajaan sekarang ni umpama kawan kita cakap OTW. Padahal tengah tidur kat rumah lagi.,OTW,-1,ORG,PROPN,False
@TokJoeMY Tkde sokongan UMNO memang ke parit la PAS ni,UMNO,-1,GPE,PROPN,True
"@Edie57929225 geram juga pd parti tunggang agama ni, Kelantan pun hancur dia perintah... parti jahanam nama agama !! Cehh...",Kelantan,-1,GPE,PROPN,True
"Aduhai UMNO , malunya kerana duit",UMNO,-1,NORP,PROPN,False
"The balls untuk kasi incentives to rakyat yg terjejas pun xda, balaci bank je. Itu without tekanan from any parti politic tu. jadi MP lagi la, silap2 kena fuck in the butt daynight dengan semua orang. Lembik, mcm budak dalam kelas yg semua org buli suruh basuh baju senior.",org,-1,ORG,NOUN,False
UMNO hancur1 sejak Tun M jadi PM lagi,UMNO,-1,ORG,PROPN,False
"Alhamdulillah, pelan pemulihan negara mula menampakkan impak positif kecuali di negeri Selangor (itupun sebab PH memerintah) #pelanpemulihannegara #kerajaanprihatin",Selangor,1,GPE,PROPN,False
"@CarlyeLaj kalau ini pun derang gertak, janji derang UMNO Sabah ada autonomi sendiri pun begitu la tu kan?",UMNO Sabah,-1,NORP,PROPN,True
"Cuma nak tahu, macam mana kerajaan Kelantan buat pemilihan pemberian vaksin. Blh share takk",Kelantan,-1,GPE,NOUN,False
@entranquille Kesian rakyat Penang...kerajaan penang jgn kejam,Penang,-1,GPE,PROPN,True
